"","specie_name","specie_code"
"739","Haplotaxodon microlepis","1018397"
"740","Hemibates stenosoma","1018934"
"741","Hemitaeniochromis urotaenia","1016809"
"742","Hemitilapia oxyrhyncha","1622246"
"743","Heros appendiculatus","1536789"
"744","Herotilapia multispinosa","1020830"
"745","Heterochromis multidens","1017102"
"746","Hoplarchus psittacus","1021214"
"747","Hoplotilapia retrodens","1053098"
"748","Hypselecara coryphaenoides","1015162"
"749","Hypsophrys nicaraguensis","1017636"
"750","Iodotropheus sprengerae","1013080"
"751","Iranocichla hormuzensis","281182"
"752","Konia dikume","1013081"
"753","Krobia guianensis","1018526"
"754","Laetacara flavilabris","1026271"
"755","Lepidiolamprologus attenuatus","1017315"
"756","Lestradea perspicax","1014582"
"757","Lethrinops albus","1016694"
"758","Lichnochromis acuticeps","1015285"
"759","Limbochromis cavalliensis","1595079"
"760","Limnochromis abeelei","1014258"
"761","Macropleurodus bicolor","1054090"
"762","Maravichromis formosus","1623897"
"763","Docimodus johnstoni","1019221"
"764","Mesonauta festivus","1022351"
"765","Microchromis zebroides","1012251"
"766","Microdontochromis rotundiventralis","1527599"
"767","Microgeophagus ramirezi","1621910"
"768","Myaka myaka","1013082"
"769","Naevochromis chrysogaster","1015431"
"770","Nanochromis consortus","1012777"
"771","Neetroplus nematopus","1020817"
"772","Neolamprologus boulengeri","1622733"
"773","Nimbochromis fuscotaeniatus","1016789"
"774","Nimbochromis polystigma","1015297"
"775","Nyassachromis breviceps","1016810"
"776","Ophthalmotilapia boops","1018931"
"777","Otopharynx argyrosoma","1016800"
"778","Oxylapia polli","1013423"
"779","Paracyprichromis brieni","1524197"
"780","Paralabidochromis victoriae","1528629"
"781","Parananochromis caudifasciatus","1017473"
"782","Paratilapia polleni","1019611"
"783","Paretroplus damii","1019595"
"784","Pelmatochromis buettikoferi","1017455"
"785","Pelvicachromis humilis","1531234"
"786","Crenicichla johanna","1021123"
"787","Crenicichla saxatilis","1022945"
"788","Crenicichla alta","1011312"
"789","Crenicichla lepidota","1011320"
"790","Crenicichla lenticulata","1018520"
"791","Crenicichla lugubris","1022289"
"792","Perissodus eccentricus","1012776"
"793","Petenia splendida","1021117"
"794","Cyphotilapia frontosa","1018473"
"795","Pharyngochromis darlingi","1054091"
"796","Placidochromis electra","1012526"
"797","Platygnathochromis melanonotus","1623900"
"798","Platytaeniodus degeni","1018480"
"799","Plecodus elaviae","1014257"
"800","Protomelas annectens","1016808"
"801","Pseudocrenilabrus nicholsi","1016099"
"802","Pseudosimochromis curvifrons","1014728"
"803","Geophagus brasiliensis","-999"
"804","Geophagus proximus","1021549"
"805","Geophagus abalios","1009482"
"806","Geophagus pellegrini","1017544"
"807","Geophagus steindachneri","1014603"
"808","Limnotilapia dardennii","1027001"
"809","Xenochromis hecqui","1019031"
"810","Petrochromis polyodon","1018877"
"811","Xenotilapia bathyphila","1524899"
"812","Hemichromis bimaculatus","281018"
"813","Hemichromis fasciatus","581701"
"814","Etroplus maculatus","280727"
"815","Etroplus suratensis","280728"
"816","Astronotus ocellatus","862538"
"817","Pungu maclareni","1052229"
"818","Bathybates ferox","1019147"
"819","Bathybates minor","1018399"
"820","Haplochromis acidens","1013358"
"821","Haplochromis desfontainii","1622599"
"822","Haplochromis burtoni","991220"
"823","Haplochromis nyererei","1011954"
"824","Lamprologus callipterus","1017214"
"825","Lobochilotes labiatus","1621455"
"826","Reganochromis calliurus","1018929"
"827","Retroculus lapidifera","1623462"
"828","Ptychochromis oligacanthus","282511"
"829","Aequidens rivulatus","991178"
"830","Aequidens portalegrensis","1535081"
"831","Aequidens pulchrus","991176"
"832","Pterochromis congicus","1019251"
"833","Pseudotropheus ater","1011784"
"834","Pseudotropheus aurora","1527293"
"835","Pseudotropheus callainos","1566758"
"836","Pseudotropheus elongatus","1013980"
"837","Pseudotropheus tropheops","1016743"
"838","Pseudotropheus zebra","1350179"
"839","Petrotilapia genalutea","1012162"
"840","Melanochromis auratus","1468426"
"841","Melanochromis johannii","1594996"
"842","Labidochromis caeruleus","1013981"
"843","Labeotropheus fuelleborni","1016252"
"844","Genyochromis mento","1015276"
"845","Cyathochromis obliquidens","1015277"
"846","Symphysodon aequifasciata","1621853"
"847","Pterophyllum altum","1018251"
"848","Acarichthys heckelii","1020157"
"849","Acaronia vultuosa","1011523"
"850","Astatoreochromis alluaudi","1018572"
"851","Tylochromis aristoma","1011558"
"852","Tyrannochromis macrostoma","1016813"
"853","Satanoperca acuticeps","1022402"
"854","Schubotzia eduardiana","1531992"
"855","Schwetzochromis neodon","1014299"
"856","Sciaenochromis ahli","1015441"
"857","Chetia flaviventris","280145"
"858","Julidochromis dickfeldi","1012847"
"859","Tramitichromis brevis","1018240"
"860","Trematocara caparti","1383545"
"861","Trematochromis schreyeni","1526492"
"862","Trematocranus labifer","1015430"
"863","Triglachromis otostigma","1026758"
"864","Tristramella sacra","1020963"
"865","Tropheus annectens","1018955"
"866","Uaru amphiacanthoides","1020068"
"867","Serranochromis angusticeps","1018233"
"868","Serranochromis robustus","1015836"
"869","Crenicara filamentosa","1528515"
"870","Simochromis babaulti","1530130"
"871","Spathodus erythrodon","1018956"
"872","Steatocranus casuarius","1014904"
"873","Stigmatochromis modestus","1019407"
"874","Stomatepia mariae","1015916"
"875","Taeniacara candidi","1015163"
"876","Taeniochromis holotaenia","1016291"
"877","Taeniolethrinops cyrtonotus","1015848"
"878","Tahuantinsuyoa macantzatza","1011842"
"879","Tangachromis dhanisi","1014281"
"880","Tanganicodus irsacae","1013837"
"881","Teleogramma brichardi","1013847"
"882","Telmatochromis bifrenatus","1015142"
"883","Telotrematocara macrostoma","1528984"
"884","Thysochromis annectens","1017471"
"885","Nannacara anomala","1018499"
"886","Apistogramma agassizii","1015817"
"887","Apistogramma trifasciata","1018727"
"888","Rhamphochromis brevis","1528819"
"889","Rhamphochromis longiceps","1021065"
"890","Andinoacara latifrons","1020129"
"891","Kronoheros umbriferus","1622250"
"892","Coptodon rendalli","1013588"
"893","Cichlidae","151383"
"894","Neoceratodus forsteri","1421405"
"895","Lepidosiren paradoxa","1019375"
"896","Polypterus endlicheri","1620110"
"897","Polypterus senegalus","1020652"
"898","Erpetoichthys calabaricus","280711"
"899","Protopterus aethiopicus","1021560"
"900","Protopterus annectens","1021564"
"901","Amia calva","157877"
"902","Lepisosteus osseus","157872"
"903","Lepisosteus platyrhincus","1017721"
"904","Lepisosteus platostomus","1017720"
"905","Lepisosteus oculatus","275402"
"906","Atractosteus tristoechus","405353"
"907","Atractosteus spatula","279822"
"908","Atractosteus tropicus","293650"
"909","Lepisosteidae","154640"
"910","Sundasalanx malleti","1010644"
"911","Stolothrissa tanganicae","1017071"
"912","Rhinosardinia amazonica","282596"
"913","Odaxothrissa losera","1017116"
"914","Pellonula leonensis","282186"
"915","Pellonula vorax","282187"
"916","Clupeoides borneensis","280224"
"917","Corica soborna","280401"
"918","Cynothrissa ansorgii","317606"
"919","Cynothrissa mento","1530964"
"920","Limnothrissa miodon","1026860"
"921","Potamalosa richmondia","282325"
"922","Thrattidion noctivagus","1013087"
"923","Sierrathrissa leonensis","1013253"
"924","Microthrissa royauxi","1018782"
"925","Potamothrissa acutirostris","1019116"
"926","Poecilothrissa moeruensis","1529214"
"927","Nannothrissa parva","1017115"
"928","Clupeichthys aesarnensis","1012164"
"929","Clupeichthys goniognathus","1021475"
"930","Congothrissa gossei","1011262"
"931","Sauvagella madagascariensis","217453"
"932","Amazonsprattus scintilla","1524157"
"933","Jurengraulis juruensis","1019212"
"934","Anchoviella alleni","1014888"
"935","Anchoviella guianensis","275543"
"936","Anchoviella jamesi","-999"
"937","Anchoviella nattereri","275546"
"938","Anchoviella vaillanti","1018247"
"939","Coilia brachygnathus","279077"
"940","Setipinna phasa","282767"
"941","Thryssa rastrosa","1012586"
"942","Denticeps clupeoides","1013859"
"943","Cromeria nilotica","1018898"
"944","Grasseichthys gabonensis","1013538"
"945","Kneria auriculata","1526168"
"946","Parakneria abbreviata","1592321"
"947","Phractolaemus ansorgii","1016389"
"948","Dallia pectoralis","1020019"
"949","Novumbra hubbsi","1015953"
"950","Umbra krameri","-999"
"951","Esox lucius","154210"
"952","Esox americanus","1021987"
"953","Esox reichertii","298218"
"954","Esox masquinongy","1021830"
"955","Esox niger","888530"
"956","Arapaima gigas","1042347"
"957","Osteoglossum bicirrhosum","-999"
"958","Scleropages jardinii","-999"
"959","Scleropages formosus","1009717"
"960","Heterotis niloticus","581703"
"961","Chitala chitala","1026796"
"962","Chitala lopis","1021765"
"963","Chitala blanci","1013496"
"964","Chitala ornata","1022648"
"965","Notopterus notopterus","281795"
"966","Papyrocranus afer","581711"
"967","Xenomystus nigri","1020010"
"968","Hiodon tergisus","590492"
"969","Pantodon buchholzi","1019063"
"970","Boulengeromyrus knoepffleri","1013292"
"971","Brienomyrus brachyistius","279990"
"972","Campylomormyrus elephas","1019186"
"973","Genyomyrus donnyi","1019138"
"974","Gnathonemus petersii","1015207"
"975","Heteromormyrus pauciradiatus","1020910"
"976","Hippopotamyrus discorhynchus","1536935"
"977","Hyperopisus bebe","-999"
"978","Isichthys henryi","1019963"
"979","Ivindomyrus opdenboschi","1012841"
"980","Marcusenius abadii","1026661"
"981","Marcusenius macrolepidotus","1013694"
"982","Mormyrus rume","1018696"
"983","Mormyrus longirostris","1021701"
"984","Paramormyrops jacksoni","1013390"
"985","Petrocephalus catostoma","1020894"
"986","Pollimyrus isidori","1026778"
"987","Stomatorhinus ater","1016404"
"988","Cyphomyrus discorhynchus","1026776"
"989","Mormyrops anguilloides","581710"
"990","Mormyridae","154434"
"991","Gymnarchus niloticus","1022677"
"992","Ammocryptocharax elegans","1012744"
"993","Acnodon normani","1014164"
"994","Aphyocharacidium melandetum","1017619"
"995","Hyphessobrycon axelrodi","281101"
"996","Hyphessobrycon herbertaxelrodi","1012316"
"997","Astyanax fasciatus","1014591"
"998","Astyanax bimaculatus","1023047"
"999","Axelrodia riesei","1013418"
"1000","Brycon atrocaudatus","1026377"
"1001","Brycon amazonicus","1015965"
"1002","Brycon cephalus","1020522"
"1003","Brycon devillei","1021526"
"1004","Brycon erythropterum","1534844"
"1005","Brycon falcatus","1014780"
"1006","Brycon hilarii","1019231"
"1007","Brycon lundii","1389035"
"1008","Brycon melanopterus","1463292"
"1009","Brycon guatemalensis","1018038"
"1010","Brycon nattereri","1020342"
"1011","Brycon orbignyanus","1014233"
"1012","Brycon pesu","1022030"
"1013","Brycon dentex","1021195"
"1014","Brycon moorei","1020099"
"1015","Brycon insignis","1020168"
"1016","Brycon sinuensis","1524947"
"1017","Boehlkea fredcochui","1013421"
"1018","Hemigrammus rodwayi","1014053"
"1019","Hemigrammus unilineatus","1419655"
"1020","Hemigrammus caudovittatus","1016661"
"1021","Myleus pacu","1022273"
"1022","Mylossoma acanthogaster","1021817"
"1023","Mylossoma aureum","1020515"
"1024","Mylossoma duriventre","1016059"
"1025","Mylossoma albiscopum","1428139"
"1026","Salminus brasiliensis","1016624"
"1027","Salminus hilarii","1014781"
"1028","Salminus affinis","1020017"
"1029","Bryconamericus beta","1017280"
"1030","Pygocentrus nattereri","1018170"
"1031","Pygocentrus piraya","1026975"
"1032","Pygocentrus cariba","1026974"
"1033","Serrasalmus brandti","1620729"
"1034","Serrasalmus elongatus","1014175"
"1035","Serrasalmus rhombeus","1013571"
"1036","Serrasalmus spilopleura","1021219"
"1037","Cynopotamus argenteus","1018303"
"1038","Cynopotamus atratoensis","1018291"
"1039","Cynopotamus magdalenae","1423466"
"1040","Tyttocharax madeirae","1383161"
"1041","Aphyocharax erythrurus","1017543"
"1042","Colossoma macropomum","1020122"
"1043","Pygopristis denticulata","1022089"
"1044","Bryconops affinis","1343301"
"1045","Carlastyanax aurocaudatus","1532781"
"1046","Catoprion mento","1019373"
"1047","Chalceus erythrurus","1014767"
"1048","Chalceus macrolepidotus","1014592"
"1049","Characidium fasciatum","1020778"
"1050","Charax condei","1526405"
"1051","Exodon paradoxus","1022055"
"1052","Cheirodon pisciculus","1018740"
"1053","Creagrutus beni","1017688"
"1054","Corynopoma riisei","1021310"
"1055","Gymnocorymbus ternetzi","862543"
"1056","Piaractus brachypomus","1022721"
"1057","Piaractus mesopotamicus","1019322"
"1058","Ctenobrycon spilurus","1418642"
"1059","Crenuchus spilurus","1021074"
"1060","Diapoma speculiferum","1019358"
"1061","Elachocharax geryi","1383689"
"1062","Gilbertolus alatus","1423234"
"1063","Gnathocharax steindachneri","1017358"
"1064","Gymnocharacinus bergii","1018689"
"1065","Hasemania melanura","1017689"
"1066","Hemibrycon dentatus","1017403"
"1067","Holoshesthes pequira","1533836"
"1068","Iguanodectes spilurus","1020498"
"1069","Inpaichthys kerri","1383677"
"1070","Klausewitzia ritae","1013454"
"1071","Knodus heteresthes","1018173"
"1072","Leptocharacidium omospilus","1011040"
"1073","Melanocharacidium blennioides","1017968"
"1074","Metynnis argenteus","1016606"
"1075","Metynnis lippincottianus","1026793"
"1076","Microcharacidium eleotrioides","1524796"
"1077","Mimagoniates inequalis","1017771"
"1078","Moenkhausia intermedia","1012706"
"1079","Moojenichthys myersi","1528634"
"1080","Nematobrycon lacortei","1011335"
"1081","Odontocharacidium aphanes","1012719"
"1082","Odontostilbe gracilis","1624651"
"1083","Oligosarcus hepsetus","1418059"
"1084","Paracheirodon axelrodi","1014021"
"1085","Paracheirodon innesi","1525327"
"1086","Paragoniates alburnus","1020276"
"1087","Petitella georgiae","1013290"
"1088","Phenagoniates macrolepis","1017276"
"1089","Piabucus dentatus","282256"
"1090","Poecilocharax weitzmani","1383599"
"1091","Poptella brevispina","1011524"
"1092","Prionobrama filigera","1017164"
"1093","Pristella maxillaris","1467890"
"1094","Pseudocorynopoma doriae","1019572"
"1095","Rhoadsia altipinna","1383148"
"1096","Roeboexodon guyanensis","1014322"
"1097","Roeboides caucae","1014600"
"1098","Saccoderma melanostigma","1014515"
"1099","Stygichthys typhlops","1013458"
"1100","Tetragonopterus argenteus","1022881"
"1101","Thayeria boehlkei","1013942"
"1102","Triportheus angulatus","1020537"
"1103","Triportheus magdalenae","1423307"
"1104","Xenagoniates bondi","1014660"
"1105","Characidae","151961"
"1106","Carnegiella marthae","1007272"
"1107","Thoracocharax securis","1026657"
"1108","Gasteropelecus levis","1526040"
"1109","Boulengerella cuvieri","1418082"
"1110","Boulengerella maculata","1418633"
"1111","Ctenolucius beani","1317763"
"1112","Leporellus vittatus","1016702"
"1113","Anostomoides laticeps","1525948"
"1114","Caenotropus labyrinthicus","1419672"
"1115","Chilodus fritillus","1010639"
"1116","Laemolyta taeniata","1021355"
"1117","Abramites eques","1020154"
"1118","Leporinus fasciatus","1022725"
"1119","Leporinus friderici","1022984"
"1120","Leporinus granti","1017533"
"1121","Leporinus obtusidens","1018822"
"1122","Leporinus macrocephalus","1011745"
"1123","Leporinus elongatus","1015979"
"1124","Leporinus agassizii","1019329"
"1125","Leporinus klausewitzi","1013756"
"1126","Leporinus subniger","1014574"
"1127","Leporinus wolfei","1383252"
"1128","Schizodon corti","1525084"
"1129","Schizodon fasciatus","1022675"
"1130","Schizodon scotorhabdotus","1008651"
"1131","Pseudanos trimaculatus","1021340"
"1132","Megaleporinus muyscorum","1468634"
"1133","Rhytiodus argenteofuscus","1020124"
"1134","Anostomus anostomus","1021605"
"1135","Argonectes longiceps","1013996"
"1136","Bivibranchia bimaculata","1011937"
"1137","Eigenmannina melanopogon","1534102"
"1138","Hemiodus argenteus","1017890"
"1139","Hemiodus gracilis","1020968"
"1140","Saccodon dariensis","1017439"
"1141","Apareiodon affinis","1018305"
"1142","Parodon pongoensis","1014417"
"1143","Anodus elongatus","1020126"
"1144","Citharidium ansorgii","1018792"
"1145","Citharinops distichodoides","1017003"
"1146","Citharinus citharus","1020007"
"1147","Citharinus gibbosus","1019010"
"1148","Citharinus latus","1022054"
"1149","Erythrinus erythrinus","1020987"
"1150","Hoplias aimara","1458744"
"1151","Hoplias microlepis","1420667"
"1152","Hoplias malabaricus","874263"
"1153","Hoplias macrophthalmus","1017833"
"1154","Hoplias lacerdae","1018027"
"1155","Hoplias curupira","1384516"
"1156","Hoplerythrinus unitaeniatus","1020986"
"1157","Hepsetus odoe","-999"
"1158","Copeina guttata","1020121"
"1159","Copella arnoldi","1017646"
"1160","Lebiasina astrigata","1623384"
"1161","Nannostomus beckfordi","1015806"
"1162","Piabucina panamensis","1020178"
"1163","Pyrrhulina filamentosa","1021928"
"1164","Prochilodus lineatus","1016626"
"1165","Prochilodus reticulatus","282358"
"1166","Prochilodus nigricans","1011318"
"1167","Prochilodus mariae","1016668"
