"specie_name","specie_code"
"Lobochilotes labiatus","1621455"
"Reganochromis calliurus","1018929"
"Retroculus lapidifera","1623462"
"Ptychochromis oligacanthus","282511"
"Aequidens rivulatus","991178"
"Aequidens portalegrensis","1535081"
"Aequidens pulchrus","991176"
"Pterochromis congicus","1019251"
"Pseudotropheus ater","1011784"
"Pseudotropheus aurora","1527293"
"Pseudotropheus callainos","1566758"
"Pseudotropheus elongatus","1013980"
"Pseudotropheus tropheops","1016743"
"Pseudotropheus zebra","1350179"
"Petrotilapia genalutea","1012162"
"Melanochromis auratus","1468426"
"Melanochromis johannii","1594996"
"Labidochromis caeruleus","1013981"
"Labeotropheus fuelleborni","1016252"
"Genyochromis mento","1015276"
"Cyathochromis obliquidens","1015277"
"Symphysodon aequifasciata","1621853"
"Pterophyllum altum","1018251"
"Acarichthys heckelii","1020157"
"Acaronia vultuosa","1011523"
"Astatoreochromis alluaudi","1018572"
"Tylochromis aristoma","1011558"
"Tyrannochromis macrostoma","1016813"
"Satanoperca acuticeps","1022402"
"Schubotzia eduardiana","1531992"
"Schwetzochromis neodon","1014299"
"Sciaenochromis ahli","1015441"
"Chetia flaviventris","280145"
"Julidochromis dickfeldi","1012847"
"Tramitichromis brevis","1018240"
"Trematocara caparti","1383545"
"Trematochromis schreyeni","1526492"
"Trematocranus labifer","1015430"
"Triglachromis otostigma","1026758"
"Tristramella sacra","1020963"
"Tropheus annectens","1018955"
"Uaru amphiacanthoides","1020068"
"Serranochromis angusticeps","1018233"
"Serranochromis robustus","1015836"
"Crenicara filamentosa","1528515"
"Simochromis babaulti","1530130"
"Spathodus erythrodon","1018956"
"Steatocranus casuarius","1014904"
"Stigmatochromis modestus","1019407"
"Stomatepia mariae","1015916"
"Taeniacara candidi","1015163"
"Taeniochromis holotaenia","1016291"
"Taeniolethrinops cyrtonotus","1015848"
"Tahuantinsuyoa macantzatza","1011842"
"Tangachromis dhanisi","1014281"
"Tanganicodus irsacae","1013837"
"Teleogramma brichardi","1013847"
"Telmatochromis bifrenatus","1015142"
"Telotrematocara macrostoma","1528984"
"Thysochromis annectens","1017471"
"Nannacara anomala","1018499"
"Apistogramma agassizii","1015817"
"Apistogramma trifasciata","1018727"
"Rhamphochromis brevis","1528819"
"Rhamphochromis longiceps","1021065"
"Andinoacara latifrons","1020129"
"Kronoheros umbriferus","1622250"
"Coptodon rendalli","1013588"
"Cichlidae","151383"
"Neoceratodus forsteri","1421405"
"Lepidosiren paradoxa","1019375"
"Polypterus endlicheri","1620110"
"Polypterus senegalus","1020652"
"Erpetoichthys calabaricus","280711"
"Protopterus aethiopicus","1021560"
"Protopterus annectens","1021564"
"Amia calva","157877"
"Lepisosteus osseus","157872"
"Lepisosteus platyrhincus","1017721"
"Lepisosteus platostomus","1017720"
"Lepisosteus oculatus","275402"
"Atractosteus tristoechus","405353"
"Atractosteus spatula","279822"
"Atractosteus tropicus","293650"
"Lepisosteidae","154640"
"Sundasalanx malleti","1010644"
"Stolothrissa tanganicae","1017071"
"Rhinosardinia amazonica","282596"
"Odaxothrissa losera","1017116"
"Pellonula leonensis","282186"
"Pellonula vorax","282187"
"Clupeoides borneensis","280224"
"Corica soborna","280401"
"Cynothrissa ansorgii","317606"
"Cynothrissa mento","1530964"
"Limnothrissa miodon","1026860"
"Potamalosa richmondia","282325"
"Thrattidion noctivagus","1013087"
"Sierrathrissa leonensis","1013253"
"Microthrissa royauxi","1018782"
"Potamothrissa acutirostris","1019116"
"Poecilothrissa moeruensis","1529214"
"Nannothrissa parva","1017115"
"Clupeichthys aesarnensis","1012164"
"Clupeichthys goniognathus","1021475"
"Congothrissa gossei","1011262"
"Sauvagella madagascariensis","217453"
"Amazonsprattus scintilla","1524157"
"Jurengraulis juruensis","1019212"
"Anchoviella alleni","1014888"
"Anchoviella guianensis","275543"
"Anchoviella jamesi","-999"
"Anchoviella nattereri","275546"
"Anchoviella vaillanti","1018247"
"Coilia brachygnathus","279077"
"Setipinna phasa","282767"
"Thryssa rastrosa","1012586"
"Denticeps clupeoides","1013859"
"Cromeria nilotica","1018898"
"Grasseichthys gabonensis","1013538"
"Kneria auriculata","1526168"
"Parakneria abbreviata","1592321"
"Phractolaemus ansorgii","1016389"
"Dallia pectoralis","1020019"
"Novumbra hubbsi","1015953"
"Umbra krameri","-999"
"Esox lucius","154210"
"Esox americanus","1021987"
"Esox reichertii","298218"
"Esox masquinongy","1021830"
"Esox niger","888530"
"Arapaima gigas","1042347"
"Osteoglossum bicirrhosum","-999"
"Scleropages jardinii","-999"
"Scleropages formosus","1009717"
"Heterotis niloticus","581703"
"Chitala chitala","1026796"
"Chitala lopis","1021765"
"Chitala blanci","1013496"
"Chitala ornata","1022648"
"Notopterus notopterus","281795"
"Papyrocranus afer","581711"
"Xenomystus nigri","1020010"
"Hiodon tergisus","590492"
"Pantodon buchholzi","1019063"
"Boulengeromyrus knoepffleri","1013292"
"Brienomyrus brachyistius","279990"
"Campylomormyrus elephas","1019186"
"Genyomyrus donnyi","1019138"
"Gnathonemus petersii","1015207"
"Heteromormyrus pauciradiatus","1020910"
"Hippopotamyrus discorhynchus","1536935"
"Hyperopisus bebe","-999"
"Isichthys henryi","1019963"
"Ivindomyrus opdenboschi","1012841"
"Marcusenius abadii","1026661"
"Marcusenius macrolepidotus","1013694"
"Mormyrus rume","1018696"
"Mormyrus longirostris","1021701"
"Paramormyrops jacksoni","1013390"
"Petrocephalus catostoma","1020894"
"Pollimyrus isidori","1026778"
"Stomatorhinus ater","1016404"
"Cyphomyrus discorhynchus","1026776"
"Mormyrops anguilloides","581710"
"Mormyridae","154434"
"Gymnarchus niloticus","1022677"
"Ammocryptocharax elegans","1012744"
"Acnodon normani","1014164"
"Aphyocharacidium melandetum","1017619"
"Hyphessobrycon axelrodi","281101"
"Hyphessobrycon herbertaxelrodi","1012316"
"Astyanax fasciatus","1014591"
"Astyanax bimaculatus","1023047"
"Axelrodia riesei","1013418"
"Brycon atrocaudatus","1026377"
"Brycon amazonicus","1015965"
"Brycon cephalus","1020522"
"Brycon devillei","1021526"
"Brycon erythropterum","1534844"
"Brycon falcatus","1014780"
"Brycon hilarii","1019231"
"Brycon lundii","1389035"
"Brycon melanopterus","1463292"
"Brycon guatemalensis","1018038"
"Brycon nattereri","1020342"
"Brycon orbignyanus","1014233"
"Brycon pesu","1022030"
"Brycon dentex","1021195"
"Brycon moorei","1020099"
"Brycon insignis","1020168"
"Brycon sinuensis","1524947"
"Boehlkea fredcochui","1013421"
"Hemigrammus rodwayi","1014053"
"Hemigrammus unilineatus","1419655"
"Hemigrammus caudovittatus","1016661"
"Myleus pacu","1022273"
"Mylossoma acanthogaster","1021817"
"Mylossoma aureum","1020515"
"Mylossoma duriventre","1016059"
"Mylossoma albiscopum","1428139"
"Salminus brasiliensis","1016624"
"Salminus hilarii","1014781"
"Salminus affinis","1020017"
"Bryconamericus beta","1017280"
"Pygocentrus nattereri","1018170"
"Pygocentrus piraya","1026975"
"Pygocentrus cariba","1026974"
"Serrasalmus brandti","1620729"
"Serrasalmus elongatus","1014175"
"Serrasalmus rhombeus","1013571"
"Serrasalmus spilopleura","1021219"
"Cynopotamus argenteus","1018303"
"Cynopotamus atratoensis","1018291"
"Cynopotamus magdalenae","1423466"
"Tyttocharax madeirae","1383161"
"Aphyocharax erythrurus","1017543"
"Colossoma macropomum","1020122"
"Pygopristis denticulata","1022089"
"Bryconops affinis","1343301"
"Carlastyanax aurocaudatus","1532781"
"Catoprion mento","1019373"
"Chalceus erythrurus","1014767"
"Chalceus macrolepidotus","1014592"
"Characidium fasciatum","1020778"
"Charax condei","1526405"
"Exodon paradoxus","1022055"
"Cheirodon pisciculus","1018740"
"Creagrutus beni","1017688"
"Corynopoma riisei","1021310"
"Gymnocorymbus ternetzi","862543"
"Piaractus brachypomus","1022721"
"Piaractus mesopotamicus","1019322"
"Ctenobrycon spilurus","1418642"
"Crenuchus spilurus","1021074"
"Diapoma speculiferum","1019358"
"Elachocharax geryi","1383689"
"Gilbertolus alatus","1423234"
"Gnathocharax steindachneri","1017358"
"Gymnocharacinus bergii","1018689"
"Hasemania melanura","1017689"
"Hemibrycon dentatus","1017403"
"Holoshesthes pequira","1533836"
"Iguanodectes spilurus","1020498"
"Inpaichthys kerri","1383677"
"Klausewitzia ritae","1013454"
"Knodus heteresthes","1018173"
"Leptocharacidium omospilus","1011040"
"Melanocharacidium blennioides","1017968"
"Metynnis argenteus","1016606"
"Metynnis lippincottianus","1026793"
"Microcharacidium eleotrioides","1524796"
"Mimagoniates inequalis","1017771"
"Moenkhausia intermedia","1012706"
"Moojenichthys myersi","1528634"
"Nematobrycon lacortei","1011335"
"Odontocharacidium aphanes","1012719"
"Odontostilbe gracilis","1624651"
"Oligosarcus hepsetus","1418059"
"Paracheirodon axelrodi","1014021"
"Paracheirodon innesi","1525327"
"Paragoniates alburnus","1020276"
"Petitella georgiae","1013290"
"Phenagoniates macrolepis","1017276"
"Piabucus dentatus","282256"
"Poecilocharax weitzmani","1383599"
"Poptella brevispina","1011524"
"Prionobrama filigera","1017164"
"Pristella maxillaris","1467890"
"Pseudocorynopoma doriae","1019572"
"Rhoadsia altipinna","1383148"
"Roeboexodon guyanensis","1014322"
"Roeboides caucae","1014600"
"Saccoderma melanostigma","1014515"
"Stygichthys typhlops","1013458"
"Tetragonopterus argenteus","1022881"
"Thayeria boehlkei","1013942"
"Triportheus angulatus","1020537"
"Triportheus magdalenae","1423307"
"Xenagoniates bondi","1014660"
"Characidae","151961"
"Carnegiella marthae","1007272"
"Thoracocharax securis","1026657"
"Gasteropelecus levis","1526040"
"Boulengerella cuvieri","1418082"
"Boulengerella maculata","1418633"
"Ctenolucius beani","1317763"
"Leporellus vittatus","1016702"
"Anostomoides laticeps","1525948"
"Caenotropus labyrinthicus","1419672"
"Chilodus fritillus","1010639"
"Laemolyta taeniata","1021355"
"Abramites eques","1020154"
"Leporinus fasciatus","1022725"
"Leporinus friderici","1022984"
"Leporinus granti","1017533"
"Leporinus obtusidens","1018822"
"Leporinus macrocephalus","1011745"
"Leporinus elongatus","1015979"
"Leporinus agassizii","1019329"
"Leporinus klausewitzi","1013756"
"Leporinus subniger","1014574"
"Leporinus wolfei","1383252"
"Schizodon corti","1525084"
"Schizodon fasciatus","1022675"
"Schizodon scotorhabdotus","1008651"
"Pseudanos trimaculatus","1021340"
"Megaleporinus muyscorum","1468634"
"Rhytiodus argenteofuscus","1020124"
"Anostomus anostomus","1021605"
"Argonectes longiceps","1013996"
"Bivibranchia bimaculata","1011937"
"Eigenmannina melanopogon","1534102"
"Hemiodus argenteus","1017890"
"Hemiodus gracilis","1020968"
"Saccodon dariensis","1017439"
"Apareiodon affinis","1018305"
"Parodon pongoensis","1014417"
"Anodus elongatus","1020126"
"Citharidium ansorgii","1018792"
"Citharinops distichodoides","1017003"
"Citharinus citharus","1020007"
"Citharinus gibbosus","1019010"
"Citharinus latus","1022054"
"Erythrinus erythrinus","1020987"
"Hoplias aimara","1458744"
"Hoplias microlepis","1420667"
"Hoplias malabaricus","874263"
"Hoplias macrophthalmus","1017833"
"Hoplias lacerdae","1018027"
"Hoplias curupira","1384516"
"Hoplerythrinus unitaeniatus","1020986"
"Hepsetus odoe","-999"
"Copeina guttata","1020121"
"Copella arnoldi","1017646"
"Lebiasina astrigata","1623384"
"Nannostomus beckfordi","1015806"
"Piabucina panamensis","1020178"
"Pyrrhulina filamentosa","1021928"
"Prochilodus lineatus","1016626"
"Prochilodus reticulatus","282358"
"Prochilodus nigricans","1011318"
"Prochilodus mariae","1016668"
"Prochilodus magdalenae","1015065"
"Prochilodus rubrotaeniatus","1017588"
"Ichthyoelephas humeralis","1021255"
"Ichthyoelephas longirostris","1017930"
"Cyphocharax abramoides","1419669"
"Cyphocharax magdalenae","1014325"
"Potamorhina laticeps","1418637"
"Potamorhina altamazonica","1423143"
"Potamorhina latior","1022712"
"Curimatopsis crypticus","1593968"
"Psectrogaster amazonica","1019677"
"Pseudocurimata boulengeri","1526122"
"Semaprochilodus insignis","1018426"
"Semaprochilodus taeniurus","1150190"
"Semaprochilodus kneri","1017948"
"Semaprochilodus laticeps","1020075"
"Steindachnerina varii","1384004"
"Curimata cyprinoides","874267"
"Curimata mivartii","1423166"
"Alestes baremoze","-999"
"Alestes dentex","826492"
"Alestes lateralis","1018980"
"Alestopetersius brichardi","1013349"
"Arnoldichthys spilopterus","1018000"
"Bathyaethiops breuseghemi","1014477"
"Brachypetersius altus","1015203"
"Brycinus leuciscus","1015671"
"Brycinus longipinnis","280002"
"Brycinus luteus","826490"
"Brycinus nurse","-999"
"Brycinus imberi","1026282"
"Bryconaethiops boulengeri","1018950"
"Clupeocharax schoutedeni","1016246"
"Duboisialestes bifasciatus","1527885"
"Hemigrammopetersius barnardi","1525332"
"Hydrocynus forskahlii","581706"
"Hydrocynus vittatus","1054265"
"Ladigesia roloffi","1012567"
"Lepidarchus adonis","1383602"
"Micralestes acutidens","1013808"
"Nannopetersius ansorgii","1017858"
"Petersius conserialis","1019361"
"Phenacogrammus aurantiacus","1014476"
"Rhabdalestes brevidorsalis","1016851"
"Tricuspidalestes caeruleus","1013586"
"Alestidae","267003"
"Cynodon gibbus","280466"
"Hydrolycus pectoralis","1535424"
"Hydrolycus scomberoides","1020901"
"Hydrolycus armatus","1418385"
"Rhaphiodon vulpinus","1021215"
"Acestrorhynchus falcatus","874265"
"Acestrorhynchus microlepis","1010773"
"Acestrorhynchus abbreviatus","1423173"
"Acestrorhynchidae","151963"
"Belonophago hutsebouti","1015937"
"Xenocharax spilurus","1020781"
"Phago boulengeri","1019573"
"Paraphago rostratus","1019009"
"Paradistichodus dimidiatus","1016749"
"Neolebias ansorgii","1014024"
"Neolebias gossei","1013587"
"Nannocharax altus","1015866"
"Nannaethiops unitaeniatus","1383085"
"Microstomatichthyoborus bashforddeani","1017065"
"Mesoborus crocodilus","1018948"
"Ichthyborus besse","1021061"
"Hemistichodus lootensi","1527786"
"Hemigrammocharax angolensis","1527887"
"Eugnathichthys eetveldii","1017293"
"Dundocharax bidentatus","1013343"
"Distichodus maculatus","1019126"
"Distichodus nefasch","1023038"
"Distichodus affinis","1020263"
"Distichodus sexfasciatus","1015098"
"Distichodus mossambicus","1021051"
"Distichodus shenga","1620688"
"Myloplus asterias","1014997"
"Myloplus schomburgkii","1021798"
"Rhamphichthys hahni","1015083"
"Rhamphichthys rostratus","1021437"
"Gymnorhamphichthys hypostomus","1340386"
"Oedemognathus exodon","1619866"
"Gymnotus carapo","1020602"
"Electrophorus electricus","1014794"
"Adontosternarchus balaenops","1463318"
"Apteronotus albifrons","1022974"
"Apteronotus leptorhynchus","1525945"
"Magosternarchus duccis","1010759"
"Megadontognathus cuyuniense","1566768"
"Orthosternarchus tamandua","1468449"
"Platyurosternarchus macrostomus","1421434"
"Porotergus compsus","1527846"
"Sternarchella curvioperculata","1013285"
"Sternarchogiton cuchillejo","1529143"
"Sternarchorhamphus muelleri","1466596"
"Sternarchorhynchus curvirostris","1467198"
"Ubidia magdalenensis","1529680"
"Brachyhypopomus beebei","1014559"
"Hypopomus artedi","1021436"
"Hypopygus lepturus","1013661"
"Microsternarchus bilineatus","1013284"
"Racenisia fimbriipinna","1010940"
"Steatogenys duidae","1525481"
"Archolaemus blax","1013183"
"Distocyclus conirostris","1014714"
"Eigenmannia humboldtii","1020131"
"Eigenmannia virescens","1021874"
"Rhabdolichops caviceps","1524515"
"Sternopygus astrabes","1010948"
"Sternopygus macrurus","1021709"
"Sternopygus aequilabiatus","1022922"
"Diplomystes chilensis","1020874"
"Diplomystes nahuelbutaensis","1011676"
"Acanthodoras spinosissimus","1019764"
"Agamyxis pectinifrons","1026624"
"Amblydoras hancockii","1624373"
"Anadoras grypus","1020526"
"Anduzedoras arleoi","1527790"
"Apuredoras rivasi","1566765"
"Oxydoras kneri","1021115"
"Oxydoras niger","1013307"
"Astrodoras asterifrons","1021670"
"Autanadoras milesi","1619859"
"Centrochir crocodili","1026621"
"Centrodoras brachiatus","1020350"
"Deltadoras guayoensis","1568697"
"Doraops zuloagai","1014519"
"Doras brevis","1388431"
"Franciscodoras marmoratus","1020420"
"Hassar affinis","1014796"
"Hemidoras morrisi","1016319"
"Hildadoras bolivarensis","1568097"
"Hoplodoras ramirezi","1619860"
"Hypodoras forficulatus","1016318"
"Leptodoras acipenserinus","1020736"
"Lithodoras dorsalis","1014374"
"Megalodoras irwini","1453437"
"Nemadoras bachi","1623476"
"Opsodoras boulengeri","1017196"
"Orinocodoras eigenmanni","1016136"
"Physopyxis lyra","1020476"
"Platydoras costatus","1020735"
"Sachsdoras apurensis","1619861"
"Scorpiodoras heckelii","1020043"
"Trachydoras atripes","1016461"
"Wertheimeria maculata","1020177"
"Zathorax gonzalezi","1527793"
"Pterodoras granulosus","1016627"
"Pterodoras rivasi","1013314"
"Rhinodoras dorbignyi","1026622"
"Rhynchodoras woodsi","1012745"
"Asterophysus batrachus","1021299"
"Auchenipterichthys longimanus","1021026"
"Auchenipterus nigripinnis","1015630"
"Centromochlus existimatus","1012877"
"Entomocorus benjamini","1017063"
"Epapterus blohmi","1012059"
"Gelanoglanis stroudi","1012399"
"Glanidium albescens","1020370"
"Trachycorystes cratensis","1015040"
"Trachycorystes striatulus","1453438"
"Trachycorystes trachycorystes","1026294"
"Liosomadoras oncinus","1022277"
"Pseudepapterus cucuhyensis","1014162"
"Pseudotatia parva","1012878"
"Tatia altae","1529678"
"Taunayia marginata","1530842"
"Tocantinsia depressa","1527407"
"Trachelyichthys decaradiatus","1012879"
"Trachelyopterichthys anduzei","1383843"
"Trachelyopterus coriaceus","1022287"
"Trachelyopterus galeatus","1018418"
"Trachelyopterus insignis","1020132"
"Pseudauchenipterus nodosus","282404"
"Parauchenipterus albicrux","1624696"
"Tetranematichthys quadrifilis","1021345"
"Tympanopleura alta","1529920"
"Ageneiosus atronasus","1467649"
"Ageneiosus brevis","1466654"
"Ageneiosus dentatus","1021357"
"Ageneiosus madeirensis","1530983"
"Ageneiosus melanopogon","1530984"
"Ageneiosus parnaguensis","1017849"
"Ageneiosus polystictus","1017152"
"Ageneiosus rondoni","1532034"
"Ageneiosus ucayalensis","1017606"
"Ageneiosus uruguayensis","1015647"
"Ageneiosus valenciennesi","1021016"
"Ageneiosus vittatus","1018032"
"Ageneiosus inermis","1013554"
"Ageneiosus marmoratus","1013553"
"Ageneiosus pardalis","1014533"
"Anodontiglanis dahli","991189"
"Neosilurus argenteus","991286"
"Neosilurus ater","991288"
"Neosilurus brevidorsalis","991289"
"Oloplotosus luteus","1012547"
"Porochilus meraukensis","1017426"
"Tandanus tandanus","1022552"
"Tandanus bostocki","1014523"
"Belodontichthys dinema","1021317"
"Ceratoglanis scleronema","1021146"
"Hemisilurus heterorhynchus","1021631"
"Hito taytayensis","1566519"
"Pinniwallago kanpurensis","1012287"
"Pterocryptis afghana","1535636"
